Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
Ireland,IRL,2022-02-07,81.25,
Ireland,IRL,2022-02-08,81.27,
Ireland,IRL,2022-02-09,81.3,
Ireland,IRL,2022-02-10,81.31,
Ireland,IRL,2022-02-11,81.32,
Ireland,IRL,2022-02-12,81.35,
Ireland,IRL,2022-02-13,81.38,
Ireland,IRL,2022-02-14,81.39,
Ireland,IRL,2022-02-15,81.4,
Ireland,IRL,2022-02-16,81.42,
Ireland,IRL,2022-02-17,81.43,
Ireland,IRL,2022-02-18,81.45,
Ireland,IRL,2022-02-19,81.47,
Ireland,IRL,2022-02-20,81.5,
Ireland,IRL,2022-02-21,81.5,
Ireland,IRL,2022-02-22,81.51,
Ireland,IRL,2022-02-23,81.53,
Ireland,IRL,2022-02-24,81.54,
Ireland,IRL,2022-02-25,81.55,
Ireland,IRL,2022-02-26,81.57,
Ireland,IRL,2022-02-27,81.59,
Ireland,IRL,2022-02-28,81.59,
Ireland,IRL,2022-03-01,81.59,
Ireland,IRL,2022-03-02,81.59,
Ireland,IRL,2022-03-03,81.6,
Ireland,IRL,2022-03-04,81.62,
Ireland,IRL,2022-03-05,81.63,
Ireland,IRL,2022-03-06,81.64,
Ireland,IRL,2022-03-07,81.65,
Ireland,IRL,2022-03-08,81.65,
Ireland,IRL,2022-03-09,81.65,
Ireland,IRL,2022-03-10,81.66,
Ireland,IRL,2022-03-11,81.67,
Ireland,IRL,2022-03-12,81.68,
Ireland,IRL,2022-03-13,81.68,
Ireland,IRL,2022-03-14,81.68,
Ireland,IRL,2022-03-15,81.69,
Ireland,IRL,2022-03-16,81.69,
Ireland,IRL,2022-03-18,81.69,
Ireland,IRL,2022-03-19,81.71,
Ireland,IRL,2022-03-20,81.72,
Ireland,IRL,2022-03-21,81.72,
Ireland,IRL,2022-03-22,81.72,
Ireland,IRL,2022-03-23,81.72,
Ireland,IRL,2022-03-24,81.72,
Ireland,IRL,2022-03-25,81.73,
Ireland,IRL,2022-03-26,81.75,
Ireland,IRL,2022-03-28,81.76,
Ireland,IRL,2022-03-29,81.76,
Ireland,IRL,2022-03-30,81.77,
Ireland,IRL,2022-03-31,81.78,
Ireland,IRL,2022-04-01,81.79,
Ireland,IRL,2022-04-02,81.8,
Ireland,IRL,2022-04-03,81.8,
Ireland,IRL,2022-04-04,81.8,
Ireland,IRL,2022-04-05,81.81,
Ireland,IRL,2022-04-06,81.81,
Ireland,IRL,2022-04-07,81.82,
Ireland,IRL,2022-04-08,81.83,
Ireland,IRL,2022-04-09,81.84,
Ireland,IRL,2022-04-10,81.84,
Ireland,IRL,2022-04-11,81.84,
Ireland,IRL,2022-04-12,81.84,
Ireland,IRL,2022-04-13,81.85,
Ireland,IRL,2022-04-14,81.86,
Ireland,IRL,2022-04-15,81.86,
Ireland,IRL,2022-04-17,81.86,
Ireland,IRL,2022-04-18,81.87,
Ireland,IRL,2022-04-19,81.87,
Ireland,IRL,2022-04-20,81.87,
Ireland,IRL,2022-04-21,81.88,
Ireland,IRL,2022-04-22,81.88,
Ireland,IRL,2022-04-23,81.89,
Ireland,IRL,2022-04-24,81.89,
Ireland,IRL,2022-04-25,81.89,
Ireland,IRL,2022-04-26,81.89,
Ireland,IRL,2022-04-27,81.9,
Ireland,IRL,2022-04-28,81.9,
Ireland,IRL,2022-04-29,81.91,
Ireland,IRL,2022-04-30,81.91,
Ireland,IRL,2022-05-01,81.91,
Ireland,IRL,2022-05-02,81.91,
Ireland,IRL,2022-05-03,81.91,
Ireland,IRL,2022-05-04,81.92,
Ireland,IRL,2022-05-05,81.92,
Ireland,IRL,2022-05-06,81.93,
Ireland,IRL,2022-05-07,81.93,
Ireland,IRL,2022-05-08,81.93,
Ireland,IRL,2022-05-09,81.94,
Ireland,IRL,2022-05-10,81.94,
Ireland,IRL,2022-05-11,81.94,
Ireland,IRL,2022-05-12,81.95,
Ireland,IRL,2022-05-13,81.95,
Ireland,IRL,2022-05-14,81.96,
Ireland,IRL,2022-05-15,81.96,
Ireland,IRL,2022-05-16,81.96,
Ireland,IRL,2022-05-17,81.96,
Ireland,IRL,2022-05-18,81.96,
Ireland,IRL,2022-05-19,81.97,
Ireland,IRL,2022-05-20,81.97,
Ireland,IRL,2022-05-21,81.98,
Ireland,IRL,2022-05-22,81.98,
Ireland,IRL,2022-05-23,81.98,
Ireland,IRL,2022-05-24,81.98,
Ireland,IRL,2022-05-25,81.99,
Ireland,IRL,2022-05-26,81.99,
Ireland,IRL,2022-05-27,81.99,
Ireland,IRL,2022-05-28,82,
Ireland,IRL,2022-05-29,82,
Ireland,IRL,2022-05-30,82,
Ireland,IRL,2022-05-31,82,
Ireland,IRL,2022-06-01,82,
Ireland,IRL,2022-06-02,82.01,
Ireland,IRL,2022-06-03,82.01,
Ireland,IRL,2022-06-04,82.01,
Ireland,IRL,2022-06-05,82.01,
Ireland,IRL,2022-06-06,82.01,
Ireland,IRL,2022-06-07,82.02,
Ireland,IRL,2022-06-08,82.02,
Ireland,IRL,2022-06-09,82.02,
Ireland,IRL,2022-06-10,82.02,
Ireland,IRL,2022-06-11,82.03,
Ireland,IRL,2022-06-12,82.03,
Ireland,IRL,2022-06-13,82.03,
Ireland,IRL,2022-06-14,82.03,
Ireland,IRL,2022-06-15,82.03,
Ireland,IRL,2022-06-16,82.03,
Ireland,IRL,2022-06-17,82.04,
Ireland,IRL,2022-06-18,82.04,
Ireland,IRL,2022-06-19,82.04,
Ireland,IRL,2022-06-20,82.04,
Ireland,IRL,2022-06-21,82.04,
Ireland,IRL,2022-06-22,82.04,
Ireland,IRL,2022-06-23,82.04,
Ireland,IRL,2022-06-24,82.05,
Ireland,IRL,2022-06-25,82.05,
Ireland,IRL,2022-06-26,82.05,
Ireland,IRL,2022-06-27,82.05,
Ireland,IRL,2022-06-28,82.05,
Ireland,IRL,2022-06-29,82.05,
Ireland,IRL,2022-06-30,82.05,
Ireland,IRL,2022-07-01,82.06,
Ireland,IRL,2022-07-02,82.06,
Ireland,IRL,2022-07-03,82.06,
Ireland,IRL,2022-07-04,82.06,
Ireland,IRL,2022-07-05,82.06,
Ireland,IRL,2022-07-06,82.06,
Ireland,IRL,2022-07-07,82.07,
Ireland,IRL,2022-07-08,82.07,
Ireland,IRL,2022-07-09,82.07,
Ireland,IRL,2022-07-10,82.07,
Ireland,IRL,2022-07-11,82.07,
Ireland,IRL,2022-07-12,82.07,
Ireland,IRL,2022-07-13,82.08,
Ireland,IRL,2022-07-14,82.08,
Ireland,IRL,2022-07-15,82.08,
Ireland,IRL,2022-07-16,82.08,
Ireland,IRL,2022-07-17,82.08,
Ireland,IRL,2022-07-18,82.08,
Ireland,IRL,2022-07-19,82.08,
Ireland,IRL,2022-07-20,82.09,
Ireland,IRL,2022-07-21,82.09,
Ireland,IRL,2022-07-22,82.09,
Ireland,IRL,2022-07-23,82.09,
Ireland,IRL,2022-07-24,82.09,
Ireland,IRL,2022-07-25,82.09,
Ireland,IRL,2022-07-26,82.09,
Isle of Man,IMN,2021-01-25,4.62,
Isle of Man,IMN,2021-01-26,5.04,
Isle of Man,IMN,2021-01-29,6.92,
Isle of Man,IMN,2021-02-02,8.17,
Isle of Man,IMN,2021-02-03,8.77,
Isle of Man,IMN,2021-02-04,9.53,
Isle of Man,IMN,2021-02-05,9.54,
Isle of Man,IMN,2021-02-06,10.29,
Isle of Man,IMN,2021-02-07,10.76,
Isle of Man,IMN,2021-02-08,11.23,
Isle of Man,IMN,2021-02-09,11.24,
Isle of Man,IMN,2021-02-10,11.26,
Isle of Man,IMN,2021-02-13,12.07,
Isle of Man,IMN,2021-02-14,12.35,
Isle of Man,IMN,2021-02-16,12.67,
Isle of Man,IMN,2021-02-17,12.99,
Isle of Man,IMN,2021-02-18,13.27,
Isle of Man,IMN,2021-02-19,14.8,
Isle of Man,IMN,2021-02-20,14.8,
Isle of Man,IMN,2021-02-22,15.52,
Isle of Man,IMN,2021-02-23,15.52,
Isle of Man,IMN,2021-02-24,15.57,
Isle of Man,IMN,2021-02-25,15.77,
Isle of Man,IMN,2021-02-26,16.14,
Isle of Man,IMN,2021-02-27,16.48,
Isle of Man,IMN,2021-02-28,16.76,
Isle of Man,IMN,2021-03-01,16.99,
Isle of Man,IMN,2021-03-02,17.9,
Isle of Man,IMN,2021-03-03,18.65,
Isle of Man,IMN,2021-03-04,18.66,
Isle of Man,IMN,2021-03-05,18.74,
Isle of Man,IMN,2021-03-06,18.78,
Isle of Man,IMN,2021-03-07,18.79,
Isle of Man,IMN,2021-03-08,18.79,
Isle of Man,IMN,2021-03-09,20.07,
Isle of Man,IMN,2021-03-10,21.41,
Isle of Man,IMN,2021-03-11,22.71,
Isle of Man,IMN,2021-03-12,23.6,
Isle of Man,IMN,2021-03-13,23.65,
Isle of Man,IMN,2021-03-14,24.55,
Isle of Man,IMN,2021-03-15,25.4,
Isle of Man,IMN,2021-03-16,26.1,
Isle of Man,IMN,2021-03-18,26.1,
Isle of Man,IMN,2021-03-27,38.32,
Isle of Man,IMN,2021-03-30,40.92,
Isle of Man,IMN,2021-03-31,41.67,
Isle of Man,IMN,2021-04-01,43.07,
Isle of Man,IMN,2021-04-02,44.49,
Isle of Man,IMN,2021-04-03,45.96,
Isle of Man,IMN,2021-04-04,46.44,
Isle of Man,IMN,2021-04-05,46.97,
Isle of Man,IMN,2021-04-06,48.29,
Isle of Man,IMN,2021-04-07,49.66,
Isle of Man,IMN,2021-04-08,51.14,
Isle of Man,IMN,2021-04-09,52.62,
Isle of Man,IMN,2021-04-10,53.95,
Isle of Man,IMN,2021-04-11,54.42,
Isle of Man,IMN,2021-04-12,54.88,
Isle of Man,IMN,2021-04-13,56.3,
Isle of Man,IMN,2021-04-14,56.99,
Isle of Man,IMN,2021-04-15,57.21,
Isle of Man,IMN,2021-04-16,57.71,
Isle of Man,IMN,2021-04-17,58.16,
Isle of Man,IMN,2021-04-18,58.87,
Isle of Man,IMN,2021-04-19,59.56,
Isle of Man,IMN,2021-04-20,60.43,
Isle of Man,IMN,2021-04-21,61.22,
Isle of Man,IMN,2021-04-22,62.19,
Isle of Man,IMN,2021-04-23,62.74,
Isle of Man,IMN,2021-04-25,64.09,
Isle of Man,IMN,2021-04-26,64.74,
Isle of Man,IMN,2021-04-27,65.4,
Isle of Man,IMN,2021-04-28,66.39,
Isle of Man,IMN,2021-04-29,67.46,
Isle of Man,IMN,2021-05-01,67.47,
Isle of Man,IMN,2021-05-03,67.52,
Isle of Man,IMN,2021-05-04,68.45,
Isle of Man,IMN,2021-05-06,70.28,
Isle of Man,IMN,2021-05-08,70.3,
Isle of Man,IMN,2021-05-09,71.12,
Isle of Man,IMN,2021-05-11,71.81,
Isle of Man,IMN,2021-05-12,72.49,
Isle of Man,IMN,2021-05-18,72.53,
Isle of Man,IMN,2021-05-19,72.56,
Isle of Man,IMN,2021-05-20,72.59,
Isle of Man,IMN,2021-05-21,72.61,
Isle of Man,IMN,2021-05-22,72.62,
Isle of Man,IMN,2021-05-23,72.65,
Isle of Man,IMN,2021-05-24,72.68,
Isle of Man,IMN,2021-05-25,72.71,
Isle of Man,IMN,2021-05-26,72.73,
Isle of Man,IMN,2021-05-27,72.76,
Isle of Man,IMN,2021-05-28,72.76,
Isle of Man,IMN,2021-05-29,72.77,
Isle of Man,IMN,2021-06-03,72.77,
Isle of Man,IMN,2021-06-09,72.77,
Isle of Man,IMN,2021-06-14,73.77,
Isle of Man,IMN,2021-06-15,74.05,
Isle of Man,IMN,2021-06-16,74.06,
Isle of Man,IMN,2021-06-20,74.07,
Isle of Man,IMN,2021-06-22,74.08,
Isle of Man,IMN,2021-06-23,74.08,
Isle of Man,IMN,2021-06-24,74.18,
Isle of Man,IMN,2021-06-25,74.2,
Isle of Man,IMN,2021-06-28,75.05,
Isle of Man,IMN,2021-06-29,75.05,
Isle of Man,IMN,2021-07-01,75.06,
Isle of Man,IMN,2021-07-02,75.06,
Isle of Man,IMN,2021-07-03,75.06,
Isle of Man,IMN,2021-07-04,75.06,
Isle of Man,IMN,2021-07-05,75.06,
Isle of Man,IMN,2021-07-06,75.5,
Isle of Man,IMN,2021-07-07,75.93,
Isle of Man,IMN,2021-07-08,76.13,
Isle of Man,IMN,2021-07-09,76.13,
Isle of Man,IMN,2021-07-10,76.13,
Isle of Man,IMN,2021-07-11,76.13,
Isle of Man,IMN,2021-07-12,76.14,
Isle of Man,IMN,2021-07-13,76.14,
Isle of Man,IMN,2021-07-14,76.22,
Isle of Man,IMN,2021-07-15,76.43,
Isle of Man,IMN,2021-07-18,76.43,
Isle of Man,IMN,2021-07-19,76.44,
Isle of Man,IMN,2021-07-20,76.44,
Isle of Man,IMN,2021-07-21,76.48,
Isle of Man,IMN,2021-07-25,76.48,
Isle of Man,IMN,2021-07-26,76.7,
Isle of Man,IMN,2021-07-27,76.85,
Isle of Man,IMN,2021-07-28,76.99,
Isle of Man,IMN,2021-07-30,76.99,
Isle of Man,IMN,2021-07-31,76.99,
Isle of Man,IMN,2021-08-02,76.99,
Isle of Man,IMN,2021-08-03,77.07,
Isle of Man,IMN,2021-08-11,77.18,
Isle of Man,IMN,2021-08-16,77.18,
Isle of Man,IMN,2021-08-17,77.18,
Isle of Man,IMN,2021-08-20,77.19,
Isle of Man,IMN,2021-08-29,77.28,
Isle of Man,IMN,2021-08-31,77.28,
Isle of Man,IMN,2021-09-01,77.28,
Isle of Man,IMN,2021-09-05,77.42,
Isle of Man,IMN,2021-09-06,77.48,
Isle of Man,IMN,2021-09-08,77.49,
Isle of Man,IMN,2021-09-09,77.5,
Isle of Man,IMN,2021-09-10,77.58,
Isle of Man,IMN,2021-09-13,77.64,
Isle of Man,IMN,2021-09-16,77.65,
Isle of Man,IMN,2021-09-21,77.68,
Isle of Man,IMN,2021-09-24,77.69,
Isle of Man,IMN,2021-09-28,77.69,
Isle of Man,IMN,2021-10-01,77.7,
Isle of Man,IMN,2021-10-02,77.7,
Isle of Man,IMN,2021-10-03,77.7,
Isle of Man,IMN,2021-10-04,77.71,
Isle of Man,IMN,2021-10-05,77.71,
Isle of Man,IMN,2021-10-06,77.71,
Isle of Man,IMN,2021-10-09,77.72,
Isle of Man,IMN,2021-10-10,77.72,
Isle of Man,IMN,2021-10-12,77.72,
Isle of Man,IMN,2021-10-13,77.73,
Isle of Man,IMN,2021-10-14,77.74,
Isle of Man,IMN,2021-10-19,79.9,
Isle of Man,IMN,2021-10-21,79.93,
Isle of Man,IMN,2021-10-25,80.03,
Isle of Man,IMN,2021-10-29,80.54,
Isle of Man,IMN,2021-10-30,80.55,
Isle of Man,IMN,2021-11-02,80.57,
Isle of Man,IMN,2021-11-05,80.58,
Isle of Man,IMN,2021-11-08,80.86,
Isle of Man,IMN,2021-11-16,80.87,
Isle of Man,IMN,2021-11-18,80.91,
Isle of Man,IMN,2021-11-23,80.95,
Isle of Man,IMN,2021-11-24,80.95,
Isle of Man,IMN,2021-11-25,81.01,
Isle of Man,IMN,2021-11-26,81.04,
Isle of Man,IMN,2021-11-29,81.05,
Isle of Man,IMN,2021-11-30,81.06,
Isle of Man,IMN,2021-12-01,81.08,
Isle of Man,IMN,2021-12-02,81.1,
Isle of Man,IMN,2021-12-03,81.12,
Isle of Man,IMN,2021-12-04,81.12,
Isle of Man,IMN,2021-12-06,81.16,
Isle of Man,IMN,2021-12-07,81.17,
Isle of Man,IMN,2021-12-08,81.18,
Isle of Man,IMN,2021-12-10,81.19,
Isle of Man,IMN,2021-12-13,81.31,
Isle of Man,IMN,2021-12-14,81.32,
Isle of Man,IMN,2021-12-16,81.32,
Isle of Man,IMN,2021-12-17,81.34,
Isle of Man,IMN,2021-12-20,81.34,
Isle of Man,IMN,2021-12-22,81.41,
Isle of Man,IMN,2021-12-23,81.41,
Isle of Man,IMN,2021-12-24,81.42,
Isle of Man,IMN,2021-12-27,81.49,
Isle of Man,IMN,2021-12-28,81.61,
Isle of Man,IMN,2021-12-30,81.64,
Isle of Man,IMN,2021-12-31,81.64,
Isle of Man,IMN,2022-01-04,81.65,
Isle of Man,IMN,2022-01-05,81.66,
Isle of Man,IMN,2022-01-06,81.68,
Isle of Man,IMN,2022-01-07,81.73,
Isle of Man,IMN,2022-01-09,81.85,
Isle of Man,IMN,2022-01-11,81.85,
Isle of Man,IMN,2022-01-12,81.86,
Isle of Man,IMN,2022-01-13,81.86,
Isle of Man,IMN,2022-01-18,81.93,
Isle of Man,IMN,2022-01-19,81.93,
Isle of Man,IMN,2022-01-20,81.95,
Isle of Man,IMN,2022-01-23,82,
Isle of Man,IMN,2022-01-25,82.03,
Isle of Man,IMN,2022-01-27,82.05,
Isle of Man,IMN,2022-01-28,82.06,
Isle of Man,IMN,2022-02-01,82.13,
Isle of Man,IMN,2022-02-02,82.15,
Isle of Man,IMN,2022-02-03,82.17,
Isle of Man,IMN,2022-02-04,82.17,
Isle of Man,IMN,2022-02-05,82.18,
Isle of Man,IMN,2022-02-08,82.18,
Isle of Man,IMN,2022-02-09,82.19,
Isle of Man,IMN,2022-02-10,82.2,
Isle of Man,IMN,2022-02-14,82.25,
Isle of Man,IMN,2022-02-15,82.26,
Isle of Man,IMN,2022-02-16,82.27,
Isle of Man,IMN,2022-02-17,82.27,
Isle of Man,IMN,2022-02-18,82.29,
Isle of Man,IMN,2022-02-21,82.3,
Isle of Man,IMN,2022-02-22,82.31,
Isle of Man,IMN,2022-02-23,82.31,
Isle of Man,IMN,2022-02-24,82.33,
Isle of Man,IMN,2022-02-26,82.36,
Isle of Man,IMN,2022-02-28,82.36,
Isle of Man,IMN,2022-03-01,82.36,
Isle of Man,IMN,2022-03-02,82.38,
Isle of Man,IMN,2022-03-05,82.39,
Isle of Man,IMN,2022-03-06,82.39,
Isle of Man,IMN,2022-03-07,82.4,
Isle of Man,IMN,2022-03-08,82.4,
Isle of Man,IMN,2022-03-09,82.41,
Isle of Man,IMN,2022-03-12,82.41,
Isle of Man,IMN,2022-03-15,82.42,
Isle of Man,IMN,2022-03-16,82.44,
Isle of Man,IMN,2022-03-17,82.44,
Isle of Man,IMN,2022-03-18,82.44,
Isle of Man,IMN,2022-03-21,82.46,
Isle of Man,IMN,2022-03-22,82.47,
Isle of Man,IMN,2022-03-23,82.48,
Isle of Man,IMN,2022-03-24,82.48,
Isle of Man,IMN,2022-03-25,82.49,
Isle of Man,IMN,2022-03-30,82.5,
Isle of Man,IMN,2022-03-31,82.5,
Isle of Man,IMN,2022-04-03,82.5,
Isle of Man,IMN,2022-04-04,82.51,
Isle of Man,IMN,2022-04-05,82.52,
Isle of Man,IMN,2022-06-22,82.55,
Isle of Man,IMN,2022-06-23,82.55,
Israel,ISR,2020-12-19,0,
Israel,ISR,2020-12-20,0.08,
Israel,ISR,2020-12-21,0.35,
Israel,ISR,2020-12-22,0.83,
Israel,ISR,2020-12-23,1.51,
Israel,ISR,2020-12-24,2.3,
Israel,ISR,2020-12-25,2.71,
Israel,ISR,2020-12-26,3.06,
Israel,ISR,2020-12-27,4.19,
Israel,ISR,2020-12-28,5.64,
Israel,ISR,2020-12-29,7.32,
Israel,ISR,2020-12-30,8.97,
Israel,ISR,2020-12-31,10.68,
Israel,ISR,2021-01-01,11.45,
Israel,ISR,2021-01-02,12.22,
Israel,ISR,2021-01-03,13.83,
Israel,ISR,2021-01-04,15.47,
Israel,ISR,2021-01-05,16.82,
Israel,ISR,2021-01-06,17.93,
Israel,ISR,2021-01-07,19.18,
Israel,ISR,2021-01-08,19.89,
Israel,ISR,2021-01-09,20.37,
Israel,ISR,2021-01-10,20.78,
Israel,ISR,2021-01-11,21,
Israel,ISR,2021-01-12,21.26,
Israel,ISR,2021-01-13,21.82,
Israel,ISR,2021-01-14,22.43,
Israel,ISR,2021-01-15,22.76,
Israel,ISR,2021-01-16,23.08,
Israel,ISR,2021-01-17,23.82,
Israel,ISR,2021-01-18,24.57,
Israel,ISR,2021-01-19,25.35,
Israel,ISR,2021-01-20,26.18,
Israel,ISR,2021-01-21,26.93,
Israel,ISR,2021-01-22,27.34,
Israel,ISR,2021-01-23,27.77,
Israel,ISR,2021-01-24,28.52,
Israel,ISR,2021-01-25,29.39,
Israel,ISR,2021-01-26,30.23,
Israel,ISR,2021-01-27,31.07,
Israel,ISR,2021-01-28,31.93,
Israel,ISR,2021-01-29,32.32,
Israel,ISR,2021-01-30,32.69,
Israel,ISR,2021-01-31,33.48,
Israel,ISR,2021-02-01,34.37,
Israel,ISR,2021-02-02,35.13,
Israel,ISR,2021-02-03,35.77,
Israel,ISR,2021-02-04,36.56,
Israel,ISR,2021-02-05,36.92,
Israel,ISR,2021-02-06,37.15,
Israel,ISR,2021-02-07,37.74,
Israel,ISR,2021-02-08,38.37,
Israel,ISR,2021-02-09,39.08,
Israel,ISR,2021-02-10,39.84,
Israel,ISR,2021-02-11,40.71,
Israel,ISR,2021-02-12,41.13,
Israel,ISR,2021-02-13,41.43,
Israel,ISR,2021-02-14,42.24,
Israel,ISR,2021-02-15,43.11,
Israel,ISR,2021-02-16,44.01,
Israel,ISR,2021-02-17,44.68,
Israel,ISR,2021-02-18,45.42,
Israel,ISR,2021-02-19,45.85,
Israel,ISR,2021-02-20,46.19,
Israel,ISR,2021-02-21,47.05,
Israel,ISR,2021-02-22,47.96,
Israel,ISR,2021-02-23,48.79,
Israel,ISR,2021-02-24,49.45,
Israel,ISR,2021-02-25,50.01,
Israel,ISR,2021-02-26,50.29,
Israel,ISR,2021-02-27,50.48,
Israel,ISR,2021-02-28,50.92,
Israel,ISR,2021-03-01,51.41,
Israel,ISR,2021-03-02,51.85,
Israel,ISR,2021-03-03,52.31,
Israel,ISR,2021-03-04,52.73,
Israel,ISR,2021-03-05,52.92,
Israel,ISR,2021-03-06,53.03,
Israel,ISR,2021-03-07,53.37,
Israel,ISR,2021-03-08,53.66,
Israel,ISR,2021-03-09,53.95,
Israel,ISR,2021-03-10,54.2,
Israel,ISR,2021-03-11,54.45,
Israel,ISR,2021-03-12,54.58,
Israel,ISR,2021-03-13,54.66,
Israel,ISR,2021-03-14,54.89,
Israel,ISR,2021-03-15,55.1,
Israel,ISR,2021-03-16,55.31,
Israel,ISR,2021-03-17,55.5,
Israel,ISR,2021-03-18,55.67,
Israel,ISR,2021-03-19,55.74,
Israel,ISR,2021-03-20,55.8,
Israel,ISR,2021-03-21,55.94,
Israel,ISR,2021-03-22,56.09,
Israel,ISR,2021-03-23,56.12,
Israel,ISR,2021-03-24,56.24,
Israel,ISR,2021-03-25,56.35,
Israel,ISR,2021-03-26,56.39,
Israel,ISR,2021-03-27,56.41,
Israel,ISR,2021-03-28,56.43,
Israel,ISR,2021-03-29,56.51,
Israel,ISR,2021-03-30,56.59,
Israel,ISR,2021-03-31,56.68,
Israel,ISR,2021-04-01,56.77,
Israel,ISR,2021-04-02,56.8,
Israel,ISR,2021-04-03,56.82,
Israel,ISR,2021-04-04,56.92,
Israel,ISR,2021-04-05,57.03,
Israel,ISR,2021-04-06,57.13,
Israel,ISR,2021-04-07,57.22,
Israel,ISR,2021-04-08,57.32,
Israel,ISR,2021-04-09,57.36,
Israel,ISR,2021-04-10,57.38,
Israel,ISR,2021-04-11,57.48,
Israel,ISR,2021-04-12,57.57,
Israel,ISR,2021-04-13,57.64,
Israel,ISR,2021-04-14,57.68,
Israel,ISR,2021-04-15,57.68,
Israel,ISR,2021-04-16,57.72,
Israel,ISR,2021-04-17,57.73,
Israel,ISR,2021-04-18,57.81,
Israel,ISR,2021-04-19,57.87,
Israel,ISR,2021-04-20,57.94,
Israel,ISR,2021-04-21,58.01,
Israel,ISR,2021-04-22,58.07,
Israel,ISR,2021-04-23,58.1,
Israel,ISR,2021-04-24,58.11,
Israel,ISR,2021-04-25,58.16,
Israel,ISR,2021-04-26,58.22,
Israel,ISR,2021-04-27,58.27,
Israel,ISR,2021-04-28,58.32,
Israel,ISR,2021-04-29,58.37,
Israel,ISR,2021-04-30,58.39,
Israel,ISR,2021-05-01,58.39,
Israel,ISR,2021-05-02,58.43,
Israel,ISR,2021-05-03,58.46,
Israel,ISR,2021-05-04,58.5,
Israel,ISR,2021-05-05,58.54,
Israel,ISR,2021-05-06,58.58,
Israel,ISR,2021-05-07,58.6,
Israel,ISR,2021-05-08,58.6,
Israel,ISR,2021-05-09,58.63,
Israel,ISR,2021-05-10,58.66,
Israel,ISR,2021-05-11,58.69,
Israel,ISR,2021-05-12,58.71,
Israel,ISR,2021-05-13,58.73,
Israel,ISR,2021-05-14,58.74,
Israel,ISR,2021-05-15,58.75,
Israel,ISR,2021-05-16,58.75,
Israel,ISR,2021-05-17,58.76,
Israel,ISR,2021-05-18,58.78,
Israel,ISR,2021-05-19,58.8,
Israel,ISR,2021-05-20,58.83,
Israel,ISR,2021-05-21,58.84,
Israel,ISR,2021-05-22,58.84,
Israel,ISR,2021-05-23,58.86,
Israel,ISR,2021-05-24,58.89,
Israel,ISR,2021-05-25,58.91,
Israel,ISR,2021-05-26,58.92,
Israel,ISR,2021-05-27,58.94,
Israel,ISR,2021-05-28,58.95,
Israel,ISR,2021-05-29,58.95,
Israel,ISR,2021-05-30,58.97,
Israel,ISR,2021-05-31,58.99,
Israel,ISR,2021-06-01,59,
Israel,ISR,2021-06-02,59.02,
Israel,ISR,2021-06-03,59.04,
Israel,ISR,2021-06-04,59.05,
Israel,ISR,2021-06-05,59.05,
Israel,ISR,2021-06-06,59.1,
Israel,ISR,2021-06-07,59.14,
Israel,ISR,2021-06-08,59.18,
Israel,ISR,2021-06-09,59.22,
Israel,ISR,2021-06-10,59.26,
Israel,ISR,2021-06-11,59.27,
Israel,ISR,2021-06-12,59.28,
Israel,ISR,2021-06-13,59.31,
Israel,ISR,2021-06-14,59.34,
Israel,ISR,2021-06-15,59.38,
Israel,ISR,2021-06-16,59.41,
Israel,ISR,2021-06-17,59.44,
Israel,ISR,2021-06-18,59.45,
Israel,ISR,2021-06-19,59.45,
Israel,ISR,2021-06-20,59.49,
Israel,ISR,2021-06-21,59.54,
Israel,ISR,2021-06-22,59.62,
Israel,ISR,2021-06-23,59.73,
Israel,ISR,2021-06-24,59.86,
Israel,ISR,2021-06-25,59.94,
Israel,ISR,2021-06-26,59.96,
Israel,ISR,2021-06-27,60.11,
Israel,ISR,2021-06-28,60.27,
Israel,ISR,2021-06-29,60.45,
Israel,ISR,2021-06-30,60.62,
Israel,ISR,2021-07-01,60.8,
Israel,ISR,2021-07-02,60.91,
Israel,ISR,2021-07-03,60.94,
Israel,ISR,2021-07-04,61.13,
Israel,ISR,2021-07-05,61.32,
Israel,ISR,2021-07-06,61.51,
Israel,ISR,2021-07-07,61.68,
Israel,ISR,2021-07-08,61.86,
Israel,ISR,2021-07-09,61.98,
Israel,ISR,2021-07-10,62.03,
Israel,ISR,2021-07-11,62.05,
Israel,ISR,2021-07-12,62.07,
Israel,ISR,2021-07-13,62.11,
Israel,ISR,2021-07-14,62.14,
Israel,ISR,2021-07-15,62.17,
Israel,ISR,2021-07-16,62.18,
Israel,ISR,2021-07-17,62.19,
Israel,ISR,2021-07-18,62.21,
Israel,ISR,2021-07-19,62.24,
Israel,ISR,2021-07-20,62.27,
Israel,ISR,2021-07-21,62.3,
Israel,ISR,2021-07-22,62.33,
Israel,ISR,2021-07-23,62.35,
Israel,ISR,2021-07-24,62.36,
Israel,ISR,2021-07-25,62.4,
Israel,ISR,2021-07-26,62.46,
Israel,ISR,2021-07-27,62.52,
Israel,ISR,2021-07-28,62.56,
Israel,ISR,2021-07-29,62.61,
Israel,ISR,2021-07-30,62.64,
Israel,ISR,2021-07-31,62.65,
Israel,ISR,2021-08-01,62.69,
Israel,ISR,2021-08-02,62.72,
Israel,ISR,2021-08-03,62.76,
Israel,ISR,2021-08-04,62.8,
Israel,ISR,2021-08-05,62.84,
